Name,Area of specialisation,Country,Level needed
Okinawa institute of science and technology (OIST),All disciplines,Japan,PhD
Okinawa institute of science and technology (OIST),Biology,Japan,PhD
Okinawa institute of science and technology (OIST),Chemistry,Japan,PhD
Okinawa institute of science and technology (OIST),Computational science,Japan,PhD
Okinawa institute of science and technology (OIST),Ecology,Japan,PhD
Okinawa institute of science and technology (OIST),Environmental science,Japan,PhD
Okinawa institute of science and technology (OIST),Marine science,Japan,PhD
Okinawa institute of science and technology (OIST),Mathematics,Japan,PhD
Okinawa institute of science and technology (OIST),Molecular biology,Japan,PhD
Okinawa institute of science and technology (OIST),Physics,Japan,PhD
Okinawa institute of science and technology (OIST),neuroscience,Japan,PhD
University of Nottingham Developing Solutions Masters Scholarship,Engineering,UK,MSC
University of Nottingham Developing Solutions Masters Scholarship,Health sciences,UK,MSC
University of Nottingham Developing Solutions Masters Scholarship,Medicine,UK,MSC
University of Nottingham Developing Solutions Masters Scholarship,Social sciences,UK,MSC
wageningen university-Africa talent programme,All disciplines,Netherlands,PhD
University of Freiburg-5 PhD scholarship,Biotechnology,Germany,PhD
University of Freiburg-5 PhD scholarship,Plant science,Germany,PhD
Wassum  lab - UCLA,Biomedical engineering,USA,MSC
Wassum  lab - UCLA,Biomedical engineering,USA,Post doc
Wassum  lab - UCLA,Chemistry,USA,MSC
Wassum  lab - UCLA,Chemistry,USA,Post doc
Wassum  lab - UCLA,Physics,USA,MSC
Wassum  lab - UCLA,Physics,USA,Post doc
Wassum  lab - UCLA,Psychology,USA,MSC
Wassum  lab - UCLA,Psychology,USA,Post doc
Wassum  lab - UCLA,neuroscience,USA,MSC
Wassum  lab - UCLA,neuroscience,USA,Post doc
Mississippi state university ,Biology,USA,MSC
Mississippi state university ,Biology,USA,PhD
Mississippi state university ,Ecology,USA,MSC
Mississippi state university ,Ecology,USA,PhD
Mississippi state university ,Entomology,USA,MSC
Mississippi state university ,Entomology,USA,PhD
Mississippi state university ,Molecular biology,USA,MSC
Mississippi state university ,Molecular biology,USA,PhD
University of north Texas ,All disciplines,USA,BSc
University of north Texas ,All disciplines,USA,MSC
University of north Texas ,All disciplines,USA,PhD
KU Leuven ,Biochemistry,Belgium,PhD
KU Leuven ,Bioengineering,Belgium,PhD
KU Leuven ,Biology,Belgium,PhD
KU Leuven ,Biomedical Sciences,Belgium,PhD
McGill ,Bioinformatics,Canada,Post doc
McGill ,Human genetics,Canada,Post doc
McGill ,Molecular biology,Canada,Post doc
McGill ,biostatistics,Canada,Post doc
Queens university ,Coastal engineering,Canada,MSC
Queens university ,Coastal engineering,Canada,PhD
Queens university ,Hydrotechnical engineering,Canada,MSC
Queens university ,Hydrotechnical engineering,Canada,PhD
Queens university ,civil engineering,Canada,MSC
Queens university ,civil engineering,Canada,PhD
Vector institute ,Artificial intelligence,Canada,MSC
Vector institute ,Business,Canada,MSC
Vector institute ,Financial innovation,Canada,MSC
Vector institute ,Financial technology,Canada,MSC
Vector institute ,Health informatics,Canada,MSC
University  of Arizona,Communications,USA,MA
University  of Arizona,Communications,USA,MSC
Ball state university ,Communications,USA,BSc
Ball state university ,Communications,USA,MSC
Ball state university ,Communications,USA,PhD
Ball state university ,Journalism,USA,BSc
Ball state university ,Journalism,USA,MSC
Ball state university ,Journalism,USA,PhD
Ball state university ,Public relations,USA,BSc
Ball state university ,Public relations,USA,MSC
Ball state university ,Public relations,USA,PhD
Science at Leuven Scholarship ,Astronomy,Netherlands,MSC
Science at Leuven Scholarship ,Astrophysics,Netherlands,MSC
Science at Leuven Scholarship ,Biochemistry,Netherlands,MSC
Science at Leuven Scholarship ,Biology,Netherlands,MSC
Science at Leuven Scholarship ,Biotechnology,Netherlands,MSC
Science at Leuven Scholarship ,Chemistry,Netherlands,MSC
Science at Leuven Scholarship ,Geography,Netherlands,MSC
Science at Leuven Scholarship ,Geology,Netherlands,MSC
Science at Leuven Scholarship ,Mathematics,Netherlands,MSC
Science at Leuven Scholarship ,Statistics,Netherlands,MSC
Science at Leuven Scholarship ,data science,Netherlands,MSC
Mohammed bin Zayed university of artificial intelligence ,Artificial intelligence,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Artificial intelligence,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Computer engineering,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Computer engineering,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Computer science,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Computer science,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Computer vision,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Computer vision,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Electrical engineering,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Electrical engineering,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Engineering,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Engineering,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Machine learning,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Machine learning,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Mathematics,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Mathematics,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Natural language processing,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Natural language processing,United Arab Emirates,PhD
Mohammed bin Zayed university of artificial intelligence ,Physics,United Arab Emirates,MSC
Mohammed bin Zayed university of artificial intelligence ,Physics,United Arab Emirates,PhD
University of Laval ,Agriculture,Canada,PhD
University of Laval ,Biology,Canada,PhD
University of Laval ,Ecology,Canada,PhD
Canadian post-secondary institutions,All disciplines,Canada,MSC
Canadian post-secondary institutions,All disciplines,Canada,PhD
University of British Columbia,All disciplines,Canada,PhD
University of British Columbia,Molecular biology,Canada,Post doc
University of British Columbia,Biomedicine,Canada,Post doc
University of British Columbia,Chemical biology,Canada,Post doc
Centre de Biophysique Moléculaire (CBM),Biology,France,PhD
Centre de Biophysique Moléculaire (CBM),Chemical biology,France,PhD
Centre de Biophysique Moléculaire (CBM),Computational biology,France,PhD
UNE International Postgraduate Research Award (IPRA),All disciplines,Australia,MSC
Universite Laval,Biological and Behavioural Sciences,Canada,PhD
Universite Laval,Ecology,Canada,PhD
University of Zurich,Biomedicine,Switzerland,PhD
University of Zurich,Computer science,Switzerland,PhD
University of Zurich,Electrical engineering,Switzerland,PhD
University of Zurich,neuroscience,Switzerland,PhD
Humboldt University Berlin,African Studies,Germany,PhD
Humboldt University Berlin,Anthropology,Germany,PhD
Humboldt University Berlin,Modern history,Germany,PhD
Humboldt University Berlin,Social sciences,Germany,PhD
University of Nottingham and https://www.twi-global.com/,Aerospace  engineering,UK,PhD
University of Nottingham and https://www.twi-global.com/,Engineering,UK,PhD
University of Nottingham and https://www.twi-global.com/,Mechanical engineering,UK,PhD
University of Geneva Excellence Masters Fellowships,All disciplines,Ireland,MSC
University of Geneva Excellence Masters Fellowships,Art,Ireland,MSC
University of Geneva Excellence Masters Fellowships,Business,Ireland,MSC
University of Geneva Excellence Masters Fellowships,Languages,Ireland,MSC
University of Geneva Excellence Masters Fellowships,public health,Ireland,MSC
Danish Data Science Academy,data science,Denmark,PhD
Master Mind Scholarships 2022,All disciplines,Belgium,MSC
Northern Alberta Institute of Technology (NAIT),All disciplines,Canada,BSc
University of Alberta,All disciplines,Canada,BA
University of Alberta,All disciplines,Canada,BSc
Ludwig-Maximilians-Universität München,Cell biology,Germany,PhD
Ludwig-Maximilians-Universität München,Evolution,Germany,PhD
Ludwig-Maximilians-Universität München,Genomics,Germany,PhD
Ludwig-Maximilians-Universität München,molecular plant biology,Germany,PhD
https://www.uni-hohenheim.de/en/english,Bioinformatics,Germany,Post doc
https://www.uni-hohenheim.de/en/english,Biology,Germany,Post doc
https://www.uni-hohenheim.de/en/english,Genomics,Germany,Post doc
https://www.uni-hohenheim.de/en/english,plant biology,Germany,Post doc
Education for Sustainable Energy Partnership (ESED) program,Economics,All countries,MSC
Education for Sustainable Energy Partnership (ESED) program,Law,All countries,MSC
Education for Sustainable Energy Partnership (ESED) program,Political science,All countries,MSC
Education for Sustainable Energy Partnership (ESED) program,Public policy,All countries,MSC
Education for Sustainable Energy Partnership (ESED) program,Sustainability,All countries,MSC
Grenoble INP Foundation Scholarship program,All disciplines,France,MSC
University of Calabria,AI,Italy,MSC
University of Calabria,Artificial intelligence,Italy,MSC
University of Calabria,Computer engineering,Italy,MSC
University of Calabria,Computer science,Italy,MSC
University of Calabria,Finance,Italy,MSC
University of Calabria,Nutrition,Italy,MSC
University of Calabria,Robotics,Italy,MSC
University of Calabria,insurance,Italy,MSC
University of Calabria,telecommunication engineering,Italy,MSC
Bocconi Graduate Merit Awards,All disciplines,Italy,MSC
University of Pavia - tuition fee waiver,Archaeology,Italy,MSC
University of Pavia - tuition fee waiver,Computer engineering,Italy,MSC
University of Pavia - tuition fee waiver,Electrical engineering,Italy,MSC
University of Pavia - tuition fee waiver,Political science,Italy,MSC
University of Pavia - tuition fee waiver,civil engineering,Italy,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Computer science,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Computer science,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Computer science,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Geography,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Geography,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Geography,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Marketing,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Marketing,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Marketing,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Planning,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Planning,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Planning,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Transportation engineering,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Transportation engineering,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,Transportation engineering,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,environmental planning,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,environmental planning,Portugal,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,environmental planning,spain,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,logistics,Germany,MSC
Master of Science in Geospatial Technologies - Erasmus mundus scholarship,logistics,Portugal,MSC
